collectionCode;datasetName;basisOfRecord;occurrenceID;recordedBy;sex;lifeStage;eventDate;year;yearPeriod;month;day;municipality;locality;decimalLatitude;decimalLongitude;geodeticDatum;identifiedBy;scientificName;kingdom
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1317;J. Cooreman;Female;Adult;19/10/1950;1950;1941-1950;10;19;;Hautes-Fagnes, Ch̩dires C;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1321;A. Collart;Female;Adult;19/07/1950;1950;1941-1950;7;19;;Hautes-Fagnes, Ch̩dires C;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1333;A. Collart;Female;Adult;22/06/1950;1950;1941-1950;6;22;;Hautes-Fagnes, La Vecqu̩e;5.053.758.366.021.250;607.164.316.955.903;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1336;R. Tollet;Female;Adult;23/06/1950;1950;1941-1950;6;23;Malmedy;Hautes-Fagnes, Duzos-Mo̩pa;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1339;A. Collart;Male;Adult;25/04/1950;1950;1941-1950;4;25;Malmedy;Hautes-Fagnes, Duzos-Mo̩pa;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1340;A. Collart;Female;Adult;25/04/1950;1950;1941-1950;4;25;Malmedy;Hautes-Fagnes, Duzos-Mo̩pa;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1361;A. Collart;Female;Adult;8/06/1950;1950;1941-1950;6;8;Malmedy;Hautes-Fagnes, Duzos-Mo̩pa;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:164;A. Collart;Female;Adult;25/02/1951;1951;1951-1960;2;25;Oudergem;;5.083.512.448.461.180;4.455.625.713.577.010;WGS84;A. Collart;Culiseta annulata;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:260;Michel Bequaert;Female;Adult;9/09/1951;1951;1951-1960;9;9;Blankenberge;;5.129.377.406.094.240;3.107.565.659.854.870;WGS84;Michel Bequaert;Coquillettidia richiardii;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:267;Michel Bequaert;Male;Adult;26/08/1951;1951;1951-1960;8;26;Zeebrugge;;5.133.864.604.809.000;31.794.504.191.719.800;WGS84;Michel Bequaert;Culex pipiens;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:273;Michel Bequaert;Male;Adult;14/10/1951;1951;1951-1960;10;14;Blankenberge;;5.129.377.406.094.240;3.107.565.659.854.870;WGS84;Michel Bequaert;Culiseta annulata;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:276;Michel Bequaert;Male;Adult;30/09/1951;1951;1951-1960;9;30;Knokke-Heist;Knokke;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;Michel Bequaert;Culiseta annulata;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:279;Michel Bequaert;Female;Adult;7/10/1951;1951;1951-1960;10;7;Knokke-Heist;Knokke, Het Zwin;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;Michel Bequaert;Culiseta annulata;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:324;Michel Bequaert;Male;Adult;26/08/1951;1951;1951-1960;8;26;Zeebrugge;;5.133.864.604.809.000;31.794.504.191.719.800;WGS84;Michel Bequaert;Ochlerotatus caspius;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:325;Michel Bequaert;Female;Adult;26/08/1951;1951;1951-1960;8;26;Zeebrugge;;5.133.864.604.809.000;31.794.504.191.719.800;WGS84;Michel Bequaert;Ochlerotatus caspius;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:339;Michel Bequaert;Female;Adult;21/07/1951;1951;1951-1960;7;21;Rouvroy;Torgny;49.512.632.060.712.800;5.521.229.315.316.790;WGS84;Michel Bequaert;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:754;P. Gravez;Female;Adult;1/10/1951;1951;1951-1960;10;1;Brussel;;5.083.598.850.241.610;4.384.642.333.258.970;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:876;A. Collart;Male;Adult;20/09/1951;1951;1951-1960;9;20;;Hautes-Fagnes, Ch̩dires C;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:886;A. Collart;Female;Adult;21/09/1951;1951;1951-1960;9;21;Francorchamps;Le Roannay;50.446.340.741.671.100;5.979.047.768.999.940;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:914;R. Tollet;Female;Adult;25/11/1951;1951;1951-1960;11;25;Esneux;Tilff, Grotte Sainte-Anne (B.25);5.054.591.875.166.190;5.575.947.818.614.450;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1215;G. Demoulin;Female;Adult;4/06/1951;1951;1951-1960;6;4;Melle;Bois de Caritas, Schellebelle Beek;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Wouter Dekoninck;Ochlerotatus cantans;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1288;A. Collart;Female;Adult;7/07/1951;1951;1951-1960;7;7;Oudergem;;5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1292;R. Tollet;Female;Adult;10/07/1951;1951;1951-1960;7;10;;Hautes-Fagnes, La Vecqu̩e;5.053.758.366.021.250;607.164.316.955.903;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1293;R. Tollet;Female;Adult;10/07/1951;1951;1951-1960;7;10;Baelen;Noir Flohai;50.626.107.474.784.600;5.984.678.662.039.420;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1318;A. Collart;Female;Adult;19/06/1951;1951;1951-1960;6;19;;Hautes-Fagnes, Ch̩dires C;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1319;A. Collart;Female;Adult;19/06/1951;1951;1951-1960;6;19;;Hautes-Fagnes, Ch̩dires D;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1320;A. Collart;Female;Adult;19/06/1951;1951;1951-1960;6;19;;Hautes-Fagnes, Ch̩dires E;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1328;A. Collart;Female;Adult;20/09/1951;1951;1951-1960;9;20;;Hautes-Fagnes, Ch̩dires E;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1329;A. Collart;Female;Adult;20/09/1951;1951;1951-1960;9;20;;Hautes-Fagnes, Ch̩dires C;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1357;G. Demoulin;Female;Adult;4/06/1951;1951;1951-1960;6;4;Melle;Bois de Caritas, Schellebelle Beek;510.200.927.288.423;3.962.380.761.269.260;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1366;L. Marnef;Female;Adult;14/05/1951;1951;1951-1960;5;14;Ranst;;5.119.378.757.202.640;4.538.459.847.869.760;WGS84;Wouter Dekoninck;Ochlerotatus rusticus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1374;G. Demoulin;Female;Adult;4/06/1951;1951;1951-1960;6;4;Melle;Bois de Caritas, Schellebelle Beek;510.200.927.288.423;3.962.380.761.269.260;WGS84;Wouter Dekoninck;Ochlerotatus rusticus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:334;Michel Bequaert;Male;Adult;16/05/1952;1952;1951-1960;5;16;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus geniculatus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:336;Michel Bequaert;Male;Adult;19/05/1952;1952;1951-1960;5;19;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus geniculatus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:338;Michel Bequaert;Male;Adult;20/05/1952;1952;1951-1960;5;20;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:707;Michel Bequaert;Female;Adult;13/01/1952;1952;1951-1960;1;13;Knokke-Heist;Knokke, Het Zoute (Duinen);5.133.851.408.667.620;3.251.229.494.419.810;WGS84;Wouter Dekoninck;Anopheles maculipennis;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:728;E. Janmoulle;Female;Adult;16/05/1952;1952;1951-1960;5;16;Watermaal;;5.079.103.769.697.870;4.383.313.667.769.990;WGS84;Wouter Dekoninck;Anopheles plumbeus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:844;P. Gravez;Female;Adult;17/08/1952;1952;1951-1960;8;17;Oudergem;Rouge-Clǫtre;5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:912;P. Gravez;Male;Adult;24/07/1952;1952;1951-1960;7;24;Oudergem;Rouge-Clǫtre;5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:988;L. Marnef;Male;Adult;6/09/1952;1952;1951-1960;9;6;Hoboken;;5.119.641.288.299.000;4.323.857.595.380.170;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1097;L. Marnef;Female;Adult;23/08/1952;1952;1951-1960;8;23;Hoboken;;5.119.641.288.299.000;4.323.857.595.380.170;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1115;L. Marnef;Male;Adult;26/08/1952;1952;1951-1960;8;26;Hoboken;;5.119.641.288.299.000;4.323.857.595.380.170;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1359;R. Tollet;Female;Adult;6/06/1952;1952;1951-1960;6;6;Vielsalm;Bihain, A Sacraw̩;5.022.664.503.503.710;5.769.031.007.379.460;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:150;;Male;Adult;17/09/1953;1953;1951-1960;9;17;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:647;L. Marnef;Female;Adult;10/10/1953;1953;1951-1960;10;10;Lier;;5.114.788.161.300.000;46.084.218.586.520.400;WGS84;Wouter Dekoninck;Aedes cinereus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:670;L. Marnef;Female;Adult;30/08/1953;1953;1951-1960;8;30;Geel;De Zegge;5.114.242.217.871.860;4.965.643.798.082.040;WGS84;Wouter Dekoninck;Aedes cinereus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:675;A. Collart;Female;Adult;7/07/1953;1953;1951-1960;7;7;Heusden-Zolder;Bolderberg;51.001.097.371.962.300;5.316.003.204.389.860;WGS84;Wouter Dekoninck;Aedes cinereus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:680;;Male;Adult;11/09/1953;1953;1951-1960;9;11;Embourg;Sauheid;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:681;;Male;Adult;14/09/1953;1953;1951-1960;9;14;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:683;;Male;Adult;15/09/1953;1953;1951-1960;9;15;Embourg;Sauheid;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:684;;Female;Adult;17/09/1953;1953;1951-1960;9;17;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:685;;Male;Adult;17/09/1953;1953;1951-1960;9;17;Embourg;Sauheid;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:686;;Male;Adult;18/11/1953;1953;1951-1960;11;18;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:688;;Male;Adult;2/12/1953;1953;1951-1960;12;2;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:689;;Male;Adult;2/12/1953;1953;1951-1960;12;2;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:692;;Male;Adult;22/09/1953;1953;1951-1960;9;22;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:693;;Male;Adult;23/10/1953;1953;1951-1960;10;23;Embourg;Sauheid;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:694;;Male;Adult;24/11/1953;1953;1951-1960;11;24;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:697;;Male;Adult;3/11/1953;1953;1951-1960;11;3;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:698;;Female;Adult;4/11/1953;1953;1951-1960;11;4;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:699;;Female;Adult;5/11/1953;1953;1951-1960;11;5;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:700;;Female;Adult;6/09/1953;1953;1951-1960;9;6;Embourg;Sauheid;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:701;;Male;Adult;7/10/1953;1953;1951-1960;10;7;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:702;;Female;Adult;7/11/1953;1953;1951-1960;11;7;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:703;;Male;Adult;8/10/1953;1953;1951-1960;10;8;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:704;;Female;Adult;8/10/1953;1953;1951-1960;10;8;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:717;A. Collart;Female;Adult;28/10/1953;1953;1951-1960;10;28;Oudergem;;5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Anopheles maculipennis;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:759;L. Marnef;Female;Adult;1/09/1953;1953;1951-1960;9;1;Hoboken;;5.119.641.288.299.000;4.323.857.595.380.170;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:773;;Female;Adult;10/09/1953;1953;1951-1960;9;10;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:774;;Male;Adult;10/09/1953;1953;1951-1960;9;10;Embourg;Colonster;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:809;;Male;Adult;13/03/1953;1953;1951-1960;3;13;Embourg;Sauheid;5.059.083.905.847.430;5.578.399.906.630.970;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:902;L. Marnef;Female;Adult;23/07/1953;1953;1951-1960;7;23;Hoboken;;5.119.641.288.299.000;4.323.857.595.380.170;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:943;L. Marnef;Female;Adult;27/08/1953;1953;1951-1960;8;27;Hoboken;;5.119.641.288.299.000;4.323.857.595.380.170;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
