collectionCode;datasetName;basisOfRecord;occurrenceID;recordedBy;sex;lifeStage;eventDate;year;yearPeriod;month;day;municipality;locality;decimalLatitude;decimalLongitude;geodeticDatum;identifiedBy;scientificName;kingdom
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1221;Antoine Ball;Female;Adult;8/06/1947;1947;1941-1950;6;8;Moorsel;;5.092.892.297.322.330;4.102.797.298.459.450;WGS84;Wouter Dekoninck;Ochlerotatus cantans;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1230;A. Collart;Female;Adult;15/05/1947;1947;1941-1950;5;15;Viroinval;Oignies-en-Thi̩rache, Le Mesnil;5.006.912.493.548.740;457.204.783.694.546;WGS84;Wouter Dekoninck;Ochlerotatus communis;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1379;;Male;Adult;mm/1947;1947;1941-1950;;;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Wouter Dekoninck;Ochlerotatus sticticus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:264;Michel Bequaert;Female;Adult;10/03/1948;1948;1941-1950;3;10;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Michel Bequaert;Culex pipiens;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:265;Michel Bequaert;Female;Adult;10/03/1948;1948;1941-1950;3;10;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Michel Bequaert;Culex pipiens;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:280;Michel Bequaert;Male;Adult;8/09/1948;1948;1941-1950;9;8;Assenede;;5.124.644.628.340.610;37.521.844.547.437.400;WGS84;Michel Bequaert;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:658;A. Collart;Female;Adult;24/06/1948;1948;1941-1950;6;24;Herentals;Lichtaart;51.233.474.084.253.400;489.789.770.304.409;WGS84;Wouter Dekoninck;Aedes cinereus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:659;A. Collart;Male;Adult;24/06/1948;1948;1941-1950;6;24;Herentals;Lichtaart;51.233.474.084.253.400;489.789.770.304.409;WGS84;Wouter Dekoninck;Aedes cinereus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:805;A. Collart;Male;Adult;12/09/1948;1948;1941-1950;9;12;Hockai;Hautes Fagnes, Les Six H̻tres;5.074.608.651.803.460;43.819.883.970.772.500;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:806;A. Collart;Female;Adult;12/09/1948;1948;1941-1950;9;12;Hockai;Hautes Fagnes, Les Six H̻tres;5.074.608.651.803.460;43.819.883.970.772.500;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:812;R. Tollet;Male;Adult;13/08/1948;1948;1941-1950;8;13;Ghlin;Bois de Ghlin;50.481.149.577.591.900;3.880.917.659.929.080;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:873;R. Tollet;Male;Adult;20/08/1948;1948;1941-1950;8;20;Saint-Hubert;Mirwart, Bords de la Lomme;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:874;R. Tollet;Male;Adult;20/08/1948;1948;1941-1950;8;20;Saint-Hubert;Mirwart, Bords de la Lomme;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:875;R. Tollet;Female;Adult;20/08/1948;1948;1941-1950;8;20;Saint-Hubert;Mirwart, Bords du Parfondry;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:926;Narcisse Leleup;Female;Adult;26/02/1948;1948;1941-1950;2;26;Dinant;Anseremme (Grotte de la Lesse, rive droite);5.024.364.443.505.740;49.284.223.556.490.400;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:927;Narcisse Leleup;Female;Adult;26/02/1948;1948;1941-1950;2;26;Dinant;Anseremme (Grotte de la Lesse, rive droite);5.024.364.443.505.740;49.284.223.556.490.400;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:939;R. Tollet;Female;Adult;27/08/1948;1948;1941-1950;8;27;Saint-Hubert;Mirwart, Bois de Smuid;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:940;R. Tollet;Female;Adult;27/08/1948;1948;1941-1950;8;27;Saint-Hubert;Mirwart, Bords du Marsaut;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:941;R. Tollet;Male;Adult;27/08/1948;1948;1941-1950;8;27;Saint-Hubert;Mirwart, Bois de Smuid;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:942;R. Tollet;Female;Adult;27/08/1948;1948;1941-1950;8;27;Saint-Hubert;Mirwart, Bords du Marsaut;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:982;A. Collart;Female;Adult;6/05/1948;1948;1941-1950;5;6;Huy;Ben-Ahin, Ravin de Soli̩res, Grotte St.Etienne (B.58).;5.050.957.919.546.540;5.150.809.030.072.500;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1106;R. Tollet;Male;Adult;25/06/1948;1948;1941-1950;6;25;Saint-Hubert;Mirwart, Bords du Parfondry;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1153;R. Tollet;Female;Adult;18/06/1948;1948;1941-1950;6;18;Huy;Ben-Ahin, Ravin de Soli̩res;5.050.957.919.546.540;5.150.809.030.072.500;WGS84;Wouter Dekoninck;Culiseta morsitans;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1154;R. Tollet;Male;Adult;18/06/1948;1948;1941-1950;6;18;Huy;Ben-Ahin, Ravin de Soli̩res;5.050.957.919.546.540;5.150.809.030.072.500;WGS84;Wouter Dekoninck;Culiseta morsitans;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1187;A. Collart;Female;Adult;13/08/1948;1948;1941-1950;8;13;Vis̩;Lixhe (Montagne Saint-Pierre);5.076.892.155.383.400;5.659.102.106.211.520;WGS84;Wouter Dekoninck;Ochlerotatus cantans;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1209;A. Collart;Female;Adult;27/08/1948;1948;1941-1950;8;27;Yvoir;;5.033.352.937.053.250;4.932.059.733.309.690;WGS84;Wouter Dekoninck;Ochlerotatus cantans;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1242;R. Tollet;Female;Adult;10/09/1948;1948;1941-1950;9;10;Malmedy;Hautes-Fagnes, Duzos-Mo̩pa;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1278;R. Tollet;Female;Adult;27/07/1948;1948;1941-1950;7;27;Saint-Hubert;Mirwart, Bords du Parfondry;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1294;A. Collart, R. Tollet;Female;Adult;10/09/1948;1948;1941-1950;9;10;Stavelot;Hockai, Ancienne fronti̬re;5.040.285.972.003.670;5.920.039.195.430.380;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1295;A. Collart, R. Tollet;Female;Adult;10/09/1948;1948;1941-1950;9;10;Malmedy;Hautes-Fagnes, Duzos-Mo̩pa;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1298;R. Tollet;Female;Adult;11/09/1948;1948;1941-1950;9;11;Jalhay;Baraque Michel, Fontaine Perigny;5.053.622.479.183.080;5.981.856.049.211.470;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1299;R. Tollet;Male;Adult;11/09/1948;1948;1941-1950;9;11;Jalhay;Baraque Michel, Fontaine Perigny;5.053.622.479.183.080;5.981.856.049.211.470;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1309;A. Collart, R. Tollet;Female;Adult;12/09/1948;1948;1941-1950;9;12;Hockai;Hautes Fagnes, Les Six H̻tres;5.074.608.651.803.460;43.819.883.970.772.500;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1326;R. Tollet;Female;Adult;20/08/1948;1948;1941-1950;8;20;Saint-Hubert;Mirwart, Bords du Parfondry;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1327;A. Collart;Female;Adult;20/08/1948;1948;1941-1950;8;20;;Hautes Fagnes, Ancienne fronti̬re;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1344;R. Tollet;Female;Adult;27/08/1948;1948;1941-1950;8;27;Saint-Hubert;Mirwart, Bords du Marsaut;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1365;Michel Bequaert;Male;Adult;12/05/1948;1948;1941-1950;5;12;Merelbeke;Schelderode (Bos);50.976.699.647.716.200;3.747.817.782.074.570;WGS84;Wouter Dekoninck;Ochlerotatus rusticus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1369;R. Tollet;Female;Adult;18/06/1948;1948;1941-1950;6;18;Huy;Ben-Ahin, Ravin de Soli̩res;5.050.957.919.546.540;5.150.809.030.072.500;WGS84;Wouter Dekoninck;Ochlerotatus rusticus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:711;A. Collart;Male;Adult;17/10/1949;1949;1941-1950;10;17;Oudergem;;5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Anopheles maculipennis;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:840;R. Tollet;Male;Adult;16/09/1949;1949;1941-1950;9;16;Bois-de-Villers;Bois de la Haute Marlagne;5.038.072.412.399.970;4.793.315.268.445.420;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:841;R. Tollet;Female;Adult;16/09/1949;1949;1941-1950;9;16;Bois-de-Villers;Bois de la Haute Marlagne;5.038.072.412.399.970;4.793.315.268.445.420;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:867;R. Tollet;Female;Adult;2/09/1949;1949;1941-1950;9;2;Saint-Hubert;Mirwart, Bords du Parfondry;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:905;R. Tollet;Female;Adult;23/09/1949;1949;1941-1950;9;23;Aywaille;Nonceveux (Ninglinspo);50.451.219.079.461.100;5.782.127.534.783.780;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:906;R. Tollet;Male;Adult;23/09/1949;1949;1941-1950;9;23;Aywaille;Nonceveux (Ninglinspo);50.451.219.079.461.100;5.782.127.534.783.780;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:992;R. Tollet;Female;Adult;7/10/1949;1949;1941-1950;10;7;Kalmthout;Putse Moer;5.137.536.904.181.820;4.400.855.296.633.730;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:993;R. Tollet;Male;Adult;7/10/1949;1949;1941-1950;10;7;Kalmthout;Putse Moer;5.137.536.904.181.820;4.400.855.296.633.730;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:994;R. Tollet;Male;Adult;7/10/1949;1949;1941-1950;10;7;Kalmthout;Putse Moer;5.137.536.904.181.820;4.400.855.296.633.730;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1030;R. Tollet;Male;Adult;9/09/1949;1949;1941-1950;9;9;Stavelot;Hockai, Fagne de Longlou;5.040.285.972.003.670;5.920.039.195.430.380;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1031;R. Tollet;Female;Adult;9/09/1949;1949;1941-1950;9;9;Stavelot;Hockai, Fagne de Longlou;5.040.285.972.003.670;5.920.039.195.430.380;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1081;A. Collart;Male;Adult;2/09/1949;1949;1941-1950;9;2;Oudergem;;5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1322;A. Collart;Female;Adult;2/06/1949;1949;1941-1950;6;2;;Hautes-Fagnes, La Vecqu̩e;5.053.758.366.021.250;607.164.316.955.903;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1348;A. Collart;Female;Adult;29/06/1949;1949;1941-1950;6;29;Nandrin;Yern̩e-Fraineux, Fraineux (Hautes-Fagnes);5.050.402.879.527.080;5.432.627.365.251.330;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:28;A. Collart;Female;Adult;26/08/1950;1950;1941-1950;8;26;Oudergem;;5.083.512.448.461.180;4.455.625.713.577.010;WGS84;A. Collart;Anopheles maculipennis;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:346;Michel Bequaert;Female;Adult;28/07/1950;1950;1941-1950;7;28;Virton;Ethe;49.600.962.091.625.200;55.949.906.104.220.400;WGS84;Michel Bequaert;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:724;V. Hendrickx;Female;Adult;10/05/1950;1950;1941-1950;5;10;Keerbergen;Zeept;5.101.304.905.360.270;46.037.521.532.088.300;WGS84;Wouter Dekoninck;Anopheles plumbeus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:742;P. Gravez;Female;Adult;13/08/1950;1950;1941-1950;8;13;Boitsfort;Etang des Enfants Noy̩s;5.079.103.769.697.870;4.383.313.667.769.990;WGS84;Wouter Dekoninck;Coquillettidia richiardii;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:758;R. Tollet;Female;Adult;1/09/1950;1950;1941-1950;9;1;Saint-Hubert;Mirwart;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:842;P. Gravez;Female;Adult;16/09/1950;1950;1941-1950;9;16;Ixelles;;5.083.598.850.241.610;4.384.642.333.258.970;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:919;R. Tollet;Female;Adult;25/08/1950;1950;1941-1950;8;25;Cerfontaine;Bois de Cerfontaine (l'Eau d'Heure);5.016.084.351.961.740;4.435.044.231.659.320;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:976;A. Collart;Female;Adult;5/05/1950;1950;1941-1950;5;5;Dinant;Furfooz;5.024.364.443.505.740;49.284.223.556.490.400;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1007;A. Collart;Female;Adult;8/08/1950;1950;1941-1950;8;8;Oudergem;;5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1111;Jolivet;Male;Adult;26/10/1950;1950;1941-1950;10;26;Antwerpen;Zandvliet (Schoor);5.137.620.575.239.300;43.290.379.466.488.000;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1131;;Female;Adult;4/11/1950;1950;1941-1950;11;4;Ixelles;;5.083.598.850.241.610;4.384.642.333.258.970;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1171;R. Tollet;Female;Adult;9/06/1950;1950;1941-1950;6;9;Jalhay;Hertogenwald (Bois de la Borch̩ne);5.053.622.479.183.080;5.981.856.049.211.470;WGS84;Wouter Dekoninck;Culiseta morsitans;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1172;R. Tollet;Female;Adult;9/06/1950;1950;1941-1950;6;9;Jalhay;Hertogenwald (Bois de la Borch̩ne);5.053.622.479.183.080;5.981.856.049.211.470;WGS84;Wouter Dekoninck;Culiseta morsitans;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1176;Jean Ghesqui̩re;Female;Adult;6/06/1950;1950;1941-1950;6;6;Tervuren;;5.083.421.730.251.270;4.526.605.514.916.000;WGS84;Wouter Dekoninck;Ochlerotatus annulipes;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1179;V. Hendrickx;Male;Adult;10/05/1950;1950;1941-1950;5;10;Keerbergen;Zeept;5.101.304.905.360.270;46.037.521.532.088.300;WGS84;Wouter Dekoninck;Ochlerotatus cantans;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1189;A. Collart;Female;Adult;14/08/1950;1950;1941-1950;8;14;;For̻t de Soignes;5.074.608.651.803.460;43.819.883.970.772.500;WGS84;Wouter Dekoninck;Ochlerotatus cantans;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1194;R. Tollet;Female;Adult;2/06/1950;1950;1941-1950;6;2;Cerfontaine;l'Eau d'Heure;5.016.084.351.961.740;4.435.044.231.659.320;WGS84;Wouter Dekoninck;Ochlerotatus cantans;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1232;A. Collart;Male;Adult;25/04/1950;1950;1941-1950;4;25;Malmedy;Hautes-Fagnes, Duzos-Mo̩pa;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus communis;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1238;R. Tollet;Male;Adult;1/09/1950;1950;1941-1950;9;1;Saint-Hubert;Mirwart;50.057.565.282.986.600;5.270.244.038.394.410;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1291;A. Collart;Female;Adult;1/06/1950;1950;1941-1950;6;1;;Hautes Fagnes, Fagne Wallonne;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1300;A. Collart;Male;Adult;11/09/1950;1950;1941-1950;9;11;;Hautes-Fagnes, Ch̩dires C;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1301;A. Collart;Female;Adult;11/09/1950;1950;1941-1950;9;11;;Hautes-Fagnes, Ch̩dires D;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1302;A. Collart;Female;Adult;11/09/1950;1950;1941-1950;9;11;;Hautes-Fagnes, Ch̩dires C;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1303;A. Collart;Female;Adult;11/09/1950;1950;1941-1950;9;11;;Hautes-Fagnes, Ch̩dires C;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1304;A. Collart;Female;Adult;12/05/1950;1950;1941-1950;5;12;;Hautes-Fagnes, Ch̩dires, Mare S;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1305;A. Collart;Male;Adult;12/05/1950;1950;1941-1950;5;12;;Hautes-Fagnes, Ch̩dires, Mare S;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1310;P. Gravez;Female;Adult;13/08/1950;1950;1941-1950;8;13;Boitsfort;Etang des Enfants Noy̩s;5.079.103.769.697.870;4.383.313.667.769.990;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1313;R. Tollet;Female;Adult;15/09/1950;1950;1941-1950;9;15;Stavelot;Hockai, Ancienne fronti̬re;5.040.285.972.003.670;5.920.039.195.430.380;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1316;A. Collart;Female;Adult;18/07/1950;1950;1941-1950;7;18;;Hautes-Fagnes, Ch̩dires D;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
