collectionCode;disposition;originalNameUsage;scientificName;genus;specificEpithet;type;language;license;rightsHolder;accessRights;institutionCode;datasetName;ownerInstitutionCode;basisOfREcord;countryCode;geodeticDatum;kingdom;nomenclaturalCode;eventDate;day;month;year;dateLength;locality;localityLatitude;LocalityLongitude;municipality;verbatimCoordinates;recordedBy;identifiedBy;sex;lifestage;preparations;Veld12;catalogNumber;occurrenceID;georeferenceRemarks;stateProvince;verbatimLongitude;verbatimlatitude;TAG;POINT_X;POINT_Y;decimalLongitude;decimalLatitude
RINS Additional Collection;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;28/07/1943;28;7;1943;true;Groenendaal (Patte d' oie);;;Hoeilaart;FS02C;P. Vanschuytbroeck;Wouter Dekoninck;Female;Adult;Whole mount;3C-11-Culi-6;1281;RBINS:modirisk:collection:1281;centroid of respective UTM square given;Flemish Brabant;15.593.454.439.999.900;15.941.500.200.000.000;FS02C;1.559.345.444;159.415.002;445.283.584.283.968;5.074.522.524.612.740
RINS Additional Collection;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;3/08/1943;3;8;1943;true;Mirwart, Bords du Parfondry;;;Saint-Hubert;FR64A;P. Vanschuytbroeck;Wouter Dekoninck;Female;Adult;Whole mount;3C-11-Culi-6;1282;RBINS:modirisk:collection:1282;centroid of respective UTM square given;Luxemburg;2.145.532.399.000.000;833.149.362.999.983;FR64A;2.145.532.399;833.149.363;5.270.244.038.394.410;50.057.565.282.986.600
RINS Additional Collection;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;30/06/1943;30;6;1943;true;Poix-Saint-Hubert (Les Falîzes);;;Libin;FR63A;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-11-Culi-6;1283;RBINS:modirisk:collection:1283;centroid of respective UTM square given;Luxemburg;21.437.108.190.000.000;7.331.607.079.999.890;FR63A;2.143.710.819;733.160.708;5.266.011.831.306.140;4.996.769.550.512.360
RINS Additional Collection;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;4/09/1942;4;9;1942;true;Forêt de Soignes (Grasdelle);;; ;ES92B;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-11-Culi-6;1284;RBINS:modirisk:collection:1284;centroid of respective UTM square given;;1.510.267.729.000.000;16.450.780.200.000.100;ES92B;1.510.267.729;164.507.802;4.383.313.667.769.990;5.079.103.769.697.870
RINS Additional Collection;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;5/05/2006;5;5;2006;true;Etang de Virelles, Site D;;;Virelles;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-11-Culi-6;1285;RBINS:modirisk:collection:1285;centroid of respective UTM square given;Henegouwen;14.955.386.860.000.300;8.450.288.069.999.960;ER94B;1.495.538.686;845.028.807;4.362.509.091.146.350;50.071.774.003.320.200
RINS Additional Collection;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;5/05/2006;5;5;2006;true;Etang de Virelles, Site D;;;Virelles;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-11-Culi-6;1286;RBINS:modirisk:collection:1286;centroid of respective UTM square given;Henegouwen;14.955.386.860.000.300;8.450.288.069.999.960;ER94B;1.495.538.686;845.028.807;4.362.509.091.146.350;50.071.774.003.320.200
RINS Additional Collection;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;6/07/1913;6;7;1913;true;Lamorteau;;;Rouvroy;FQ88A;Maurice E. M. Goetghebuer;Wouter Dekoninck;Female;Adult;Whole mount;3C-11-Culi-6;1287;RBINS:modirisk:collection:1287;centroid of respective UTM square given;Luxemburg;23.346.534.300.000.200;2.295.949.650.000.030;FQ88A;233.465.343;229.594.965;5.521.229.315.316.790;49.512.632.060.712.800
RINS Additional Collection;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;7/07/1951;7;7;1951;true;;;;Oudergem;FS03C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-11-Culi-6;1288;RBINS:modirisk:collection:1288;centroid of respective UTM square given;Brussels;1.561.196.543.999.980;16.941.553.079.999.900;FS03C;1.561.196.544;1.694.155.308;4.455.625.713.577.010;5.083.512.448.461.180
RINS Additional Collection;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;9/07/1914;9;7;1914;true;Kinkempois;;;Liége;FS80A;F. Carpentier;Wouter Dekoninck;Female;Adult;Whole mount;3C-11-Culi-6;1289;RBINS:modirisk:collection:1289;centroid of respective UTM square given;Luik;23.565.058.770.000.100;14.293.679.560.000.000;FS80A;2.356.505.877;1.429.367.956;5.578.399.906.630.970;5.059.083.905.847.430
RINS Additional Collection;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;9/07/1935;9;7;1935;true;Limelette;;;Ottignies-Louvain-la-Neuve;FS11A;O. Sablon;Wouter Dekoninck;Female;Adult;Whole mount;3C-11-Culi-6;1290;RBINS:modirisk:collection:1290;centroid of respective UTM square given;Brabant Wallon;16.584.241.860.000.000;1.542.298.834.999.980;FS11A;1.658.424.186;1.542.298.835;4.592.994.918.308.810;5.069.842.638.519.490
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;1/06/1950;1;6;1950;true;Hautes Fagnes, Fagne Wallonne;;; ;KA89D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1291;RBINS:modirisk:collection:1291;centroid of respective UTM square given;;2.673.940.348.000.000;12.747.544.640.000.100;KA89D;2.673.940.348;1.274.754.464;6.021.724.661.417.730;50.446.360.554.788.400
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;10/07/1951;10;7;1951;true;Hautes-Fagnes, La Vecquée;;; ;KB90C;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1292;RBINS:modirisk:collection:1292;centroid of respective UTM square given;;27.070.583.690.000.300;13.769.984.670.000.100;KB90C;2.707.058.369;1.376.998.467;607.164.316.955.903;5.053.758.366.021.250
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;10/07/1951;10;7;1951;true;Noir Flohai;;;Baelen;GS11C;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1293;RBINS:modirisk:collection:1293;centroid of respective UTM square given;Luik;2.643.281.873.999.980;14.740.653.229.999.900;GS11C;2.643.281.874;1.474.065.323;5.984.678.662.039.420;50.626.107.474.784.600
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;10/09/1948;10;9;1948;true;Hockai, Ancienne frontière;;;Stavelot;GR08B;A. Collart, R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1294;RBINS:modirisk:collection:1294;centroid of respective UTM square given;Luik;2.602.745.750.999.970;12.248.198.330.000.000;GR08B;2.602.745.751;1.224.819.833;5.920.039.195.430.380;5.040.285.972.003.670
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;10/09/1948;10;9;1948;true;Hautes-Fagnes, Duzos-Moépa;;;Malmedy;KA89D;A. Collart, R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1295;RBINS:modirisk:collection:1295;centroid of respective UTM square given;Luik;2.673.940.348.000.000;12.747.544.640.000.100;KA89D;2.673.940.348;1.274.754.464;6.021.724.661.417.730;50.446.360.554.788.400
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/06/1923;11;6;1923;true;Postel;;;Mol;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1296;RBINS:modirisk:collection:1296;centroid of respective UTM square given;Antwerp;20.705.183.349.999.700;2.184.847.379;FS58C;2.070.518.335;2.184.847.379;5.186.294.567.506.460;5.127.340.790.203.180
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/08/1954;11;8;1954;true;Baraque de Fraiture (Mare);;;Vielsalm;GR07D;;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1297;RBINS:modirisk:collection:1297;centroid of respective UTM square given;Luxemburg;2.599.994.653.000.010;10.748.726.410.000.000;GR07D;2.599.994.653;1.074.872.641;5.911.785.334.785.360;5.026.813.163.698.800
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/09/1948;11;9;1948;true;Baraque Michel, Fontaine Perigny;;;Jalhay;GS10C;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1298;RBINS:modirisk:collection:1298;centroid of respective UTM square given;Luik;2.643.457.968.999.960;13.740.655.970.000.100;GS10C;2.643.457.969;1.374.065.597;5.981.856.049.211.470;5.053.622.479.183.080
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/09/1948;11;9;1948;true;Baraque Michel, Fontaine Perigny;;;Jalhay;GS10C;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-14-Culi-6;1299;RBINS:modirisk:collection:1299;centroid of respective UTM square given;Luik;2.643.457.968.999.960;13.740.655.970.000.100;GS10C;2.643.457.969;1.374.065.597;5.981.856.049.211.470;5.053.622.479.183.080
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/09/1950;11;9;1950;true;Hautes-Fagnes, Chédires C;;; ;KA89D;A. Collart;Wouter Dekoninck;Male;Adult;Whole mount;3C-14-Culi-6;1300;RBINS:modirisk:collection:1300;centroid of respective UTM square given;;2.673.940.348.000.000;12.747.544.640.000.100;KA89D;2.673.940.348;1.274.754.464;6.021.724.661.417.730;50.446.360.554.788.400
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/09/1950;11;9;1950;true;Hautes-Fagnes, Chédires D;;; ;KA89D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1301;RBINS:modirisk:collection:1301;centroid of respective UTM square given;;2.673.940.348.000.000;12.747.544.640.000.100;KA89D;2.673.940.348;1.274.754.464;6.021.724.661.417.730;50.446.360.554.788.400
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/09/1950;11;9;1950;true;Hautes-Fagnes, Chédires C;;; ;KA89D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1302;RBINS:modirisk:collection:1302;centroid of respective UTM square given;;2.673.940.348.000.000;12.747.544.640.000.100;KA89D;2.673.940.348;1.274.754.464;6.021.724.661.417.730;50.446.360.554.788.400
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/09/1950;11;9;1950;true;Hautes-Fagnes, Chédires C;;; ;KA89D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1303;RBINS:modirisk:collection:1303;centroid of respective UTM square given;;2.673.940.348.000.000;12.747.544.640.000.100;KA89D;2.673.940.348;1.274.754.464;6.021.724.661.417.730;50.446.360.554.788.400
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;12/05/1950;12;5;1950;true;Hautes-Fagnes, Chédires, Mare S;;; ;KA89D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1304;RBINS:modirisk:collection:1304;centroid of respective UTM square given;;2.673.940.348.000.000;12.747.544.640.000.100;KA89D;2.673.940.348;1.274.754.464;6.021.724.661.417.730;50.446.360.554.788.400
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;12/05/1950;12;5;1950;true;Hautes-Fagnes, Chédires, Mare S;;; ;KA89D;A. Collart;Wouter Dekoninck;Male;Adult;Whole mount;3C-14-Culi-6;1305;RBINS:modirisk:collection:1305;centroid of respective UTM square given;;2.673.940.348.000.000;12.747.544.640.000.100;KA89D;2.673.940.348;1.274.754.464;6.021.724.661.417.730;50.446.360.554.788.400
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;12/05/2006;12;5;2006;true;Etang de Virelles, Site D;;;Virelles;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;1306;RBINS:modirisk:collection:1306;centroid of respective UTM square given;Henegouwen;14.955.386.860.000.300;8.450.288.069.999.960;ER94B;1.495.538.686;845.028.807;4.362.509.091.146.350;50.071.774.003.320.200
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;12/08/1922;12;8;1922;true;Postel;;;Mol;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1307;RBINS:modirisk:collection:1307;centroid of respective UTM square given;Antwerp;20.705.183.349.999.700;2.184.847.379;FS58C;2.070.518.335;2.184.847.379;5.186.294.567.506.460;5.127.340.790.203.180
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;12/08/1922;12;8;1922;true;Abdij van Postel;;;Mol;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1308;RBINS:modirisk:collection:1308;centroid of respective UTM square given;Antwerp;20.705.183.349.999.700;2.184.847.379;FS58C;2.070.518.335;2.184.847.379;5.186.294.567.506.460;5.127.340.790.203.180
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;12/09/1948;12;9;1948;true;Hautes Fagnes, Les Six Hêtres;;;Hockai;ES92D;A. Collart, R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1309;RBINS:modirisk:collection:1309;centroid of respective UTM square given;;15.093.426.680.000.100;15.950.748.479.999.900;ES92D;1.509.342.668;1.595.074.848;43.819.883.970.772.500;5.074.608.651.803.460
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;13/08/1950;13;8;1950;true;Etang des Enfants Noyés;;;Boitsfort;ES92B;P. Gravez;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1310;RBINS:modirisk:collection:1310;centroid of respective UTM square given;Brussels;1.510.267.729.000.000;16.450.780.200.000.100;ES92B;1.510.267.729;164.507.802;4.383.313.667.769.990;5.079.103.769.697.870
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;14/09/1958;14;9;1958;true;Lissewege;;;Brugge;ES18C;Michel Bequaert;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1311;RBINS:modirisk:collection:1311;centroid of respective UTM square given;West Flanders;6.702.976.179.999.850;22.109.003.770.000.100;ES18C;670.297.618;2.210.900.377;317.927.506.304.291;5.129.368.622.113.790
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;15/07/1941;15;7;1941;true;Forêt de Soignes;;; ;ES92D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1312;RBINS:modirisk:collection:1312;centroid of respective UTM square given;;15.093.426.680.000.100;15.950.748.479.999.900;ES92D;1.509.342.668;1.595.074.848;43.819.883.970.772.500;5.074.608.651.803.460
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;15/09/1950;15;9;1950;true;Hockai, Ancienne frontière;;;Stavelot;GR08B;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1313;RBINS:modirisk:collection:1313;centroid of respective UTM square given;Luik;2.602.745.750.999.970;12.248.198.330.000.000;GR08B;2.602.745.751;1.224.819.833;5.920.039.195.430.380;5.040.285.972.003.670
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;16/08/1968;16;8;1968;true;Grandglise;;;Beloeil;ER59A;L. Allaer;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1314;RBINS:modirisk:collection:1314;centroid of respective UTM square given;Henegouwen;1.054.681.692.999.970;13.533.561.630.000.100;ER59A;1.054.681.693;1.353.356.163;3.740.687.657.226.840;5.052.709.347.921.140
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;18/05/1922;18;5;1922;true;Postel;;;Mol;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1315;RBINS:modirisk:collection:1315;centroid of respective UTM square given;Antwerp;20.705.183.349.999.700;2.184.847.379;FS58C;2.070.518.335;2.184.847.379;5.186.294.567.506.460;5.127.340.790.203.180
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;18/07/1950;18;7;1950;true;Hautes-Fagnes, Chédires D;;; ;KA89D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1316;RBINS:modirisk:collection:1316;centroid of respective UTM square given;;2.673.940.348.000.000;12.747.544.640.000.100;KA89D;2.673.940.348;1.274.754.464;6.021.724.661.417.730;50.446.360.554.788.400
RINS Additional Collection;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;19/10/1950;19;10;1950;true;Hautes-Fagnes, Chédires C;;; ;KA89D;J. Cooreman;Wouter Dekoninck;Female;Adult;Whole mount;3C-14-Culi-6;1317;RBINS:modirisk:collection:1317;centroid of respective UTM square given;;2.673.940.348.000.000;12.747.544.640.000.100;KA89D;2.673.940.348;1.274.754.464;6.021.724.661.417.730;50.446.360.554.788.400
