occurrenceID,type,eventID,basisOfRecord,lifeStage,scientificName,occurrenceRemarks,genus,sex,individualCount,IdentifiedBy,samplingProtocol,TrapCode
ITG:MOSQ:SAMPL:EM367,event,ITG:MOSQ:SAMPL:EV:M2M002Au1,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M002
ITG:MOSQ:SAMPL:EM368,event,ITG:MOSQ:SAMPL:EV:M2M002Au1,preservedSpecimen,unknown,Anopheles plumbeus,,Anopheles,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M002
ITG:MOSQ:SAMPL:EM369,event,ITG:MOSQ:SAMPL:EV:M2M002Au1,preservedSpecimen,unknown,Aedes geniculatus,,Aedes,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M002
ITG:MOSQ:SAMPL:EM370,event,ITG:MOSQ:SAMPL:EV:M2M002Au1,preservedSpecimen,unknown,Aedes geniculatus,,Aedes,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M002
ITG:MOSQ:SAMPL:EM371,event,ITG:MOSQ:SAMPL:EV:M2M002Au1,preservedSpecimen,unknown,Aedes vexans,,Aedes,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M002
ITG:MOSQ:SAMPL:EM372,event,ITG:MOSQ:SAMPL:EV:AZM022Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,male,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M022
ITG:MOSQ:SAMPL:EM373,event,ITG:MOSQ:SAMPL:EV:M1M003W31,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM374,event,ITG:MOSQ:SAMPL:EV:M1M003W31,preservedSpecimen,unknown,Aedes koreicus,,Aedes,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM375,event,ITG:MOSQ:SAMPL:EV:TRM021Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M021
ITG:MOSQ:SAMPL:EM376,event,ITG:MOSQ:SAMPL:EV:TRM021Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M021
ITG:MOSQ:SAMPL:EM377,event,ITG:MOSQ:SAMPL:EV:TRM021Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M021
ITG:MOSQ:SAMPL:EM378,event,ITG:MOSQ:SAMPL:EV:TRM021Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,male,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M021
ITG:MOSQ:SAMPL:EM379,event,ITG:MOSQ:SAMPL:EV:TRM021Sep,preservedSpecimen,unknown,Anopheles plumbeus,,Anopheles,female,4,Isra Deblauwe,Mosquito Magnet Liberty Plus,M021
ITG:MOSQ:SAMPL:EM380,event,ITG:MOSQ:SAMPL:EV:TRM021Sep,preservedSpecimen,unknown,Anopheles plumbeus,,Anopheles,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M021
ITG:MOSQ:SAMPL:EM381,event,ITG:MOSQ:SAMPL:EV:TRM021Sep,preservedSpecimen,unknown,Anopheles plumbeus,,Anopheles,female,2,Isra Deblauwe,Mosquito Magnet Liberty Plus,M021
ITG:MOSQ:SAMPL:EM382,event,ITG:MOSQ:SAMPL:EV:TRM021Sep,preservedSpecimen,unknown,Anopheles plumbeus,,Anopheles,female,3,Isra Deblauwe,Mosquito Magnet Liberty Plus,M021
ITG:MOSQ:SAMPL:EM383,event,ITG:MOSQ:SAMPL:EV:A1M018Aug,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M018
ITG:MOSQ:SAMPL:EM384,event,ITG:MOSQ:SAMPL:EV:A1M018Aug,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M018
ITG:MOSQ:SAMPL:EM385,event,ITG:MOSQ:SAMPL:EV:A1M018Aug,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M018
ITG:MOSQ:SAMPL:EM386,event,ITG:MOSQ:SAMPL:EV:A1M018Aug,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M018
ITG:MOSQ:SAMPL:EM387,event,ITG:MOSQ:SAMPL:EV:A1M018Aug,preservedSpecimen,unknown,Coquillettidia richiardii,,Coquillettidia,female,4,Isra Deblauwe,Mosquito Magnet Liberty Plus,M018
ITG:MOSQ:SAMPL:EM388,event,ITG:MOSQ:SAMPL:EV:A1M018Aug,preservedSpecimen,unknown,Culiseta annulata,,Culiseta,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M018
ITG:MOSQ:SAMPL:EM389,event,ITG:MOSQ:SAMPL:EV:EVM010Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M010
ITG:MOSQ:SAMPL:EM390,event,ITG:MOSQ:SAMPL:EV:AOM009Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M009
ITG:MOSQ:SAMPL:EM391,event,ITG:MOSQ:SAMPL:EV:AOM009Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M009
ITG:MOSQ:SAMPL:EM392,event,ITG:MOSQ:SAMPL:EV:AOM009Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M009
ITG:MOSQ:SAMPL:EM393,event,ITG:MOSQ:SAMPL:EV:AOM009Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M009
ITG:MOSQ:SAMPL:EM394,event,ITG:MOSQ:SAMPL:EV:AOM009Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M009
ITG:MOSQ:SAMPL:EM395,event,ITG:MOSQ:SAMPL:EV:EVM010Aug,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M010
ITG:MOSQ:SAMPL:EM396,event,ITG:MOSQ:SAMPL:EV:EVM010Aug,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M010
ITG:MOSQ:SAMPL:EM397,event,ITG:MOSQ:SAMPL:EV:EVM010Aug,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M010
ITG:MOSQ:SAMPL:EM398,event,ITG:MOSQ:SAMPL:EV:EVM010Aug,preservedSpecimen,unknown,Culiseta annulata,,Culiseta,female,2,Isra Deblauwe,Mosquito Magnet Liberty Plus,M010
ITG:MOSQ:SAMPL:EM399,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex torrentium,,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM400,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM401,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM402,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex torrentium,,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM403,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM404,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM405,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM406,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM407,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM408,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM409,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM410,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM411,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM412,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM413,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM414,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens,,Culex,male,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM415,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,male,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM416,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,male,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM417,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,male,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM418,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,male,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM419,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Anopheles maculipennis/messae,determination uncertain,Anopheles,male,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM420,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Aedes koreicus,,Aedes,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM421,event,ITG:MOSQ:SAMPL:EV:M1M003W36,preservedSpecimen,unknown,Aedes koreicus,,Aedes,female,1,Isra Deblauwe,LatinSquare,M003
ITG:MOSQ:SAMPL:EM422,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM423,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM424,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM425,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM426,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM427,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM428,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM429,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM430,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM431,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM432,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM433,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM434,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM435,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM436,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM437,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM438,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM439,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM440,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM441,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM442,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM443,event,ITG:MOSQ:SAMPL:EV:DIM014Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M014
ITG:MOSQ:SAMPL:EM444,event,ITG:MOSQ:SAMPL:EV:ATM013Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M013
ITG:MOSQ:SAMPL:EM445,event,ITG:MOSQ:SAMPL:EV:ATM013Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M013
ITG:MOSQ:SAMPL:EM446,event,ITG:MOSQ:SAMPL:EV:ATM013Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M013
ITG:MOSQ:SAMPL:EM447,event,ITG:MOSQ:SAMPL:EV:ATM013Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M013
ITG:MOSQ:SAMPL:EM448,event,ITG:MOSQ:SAMPL:EV:ATM013Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M013
ITG:MOSQ:SAMPL:EM449,event,ITG:MOSQ:SAMPL:EV:ATM013Sep,preservedSpecimen,unknown,Anopheles plumbeus,,Anopheles,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M013
ITG:MOSQ:SAMPL:EM450,event,ITG:MOSQ:SAMPL:EV:ATM013Sep,preservedSpecimen,unknown,Anopheles plumbeus,,Anopheles,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M013
ITG:MOSQ:SAMPL:EM451,event,ITG:MOSQ:SAMPL:EV:ATM013Sep,preservedSpecimen,unknown,Anopheles plumbeus,,Anopheles,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M013
ITG:MOSQ:SAMPL:EM452,event,ITG:MOSQ:SAMPL:EV:ATM013Sep,preservedSpecimen,unknown,Anopheles plumbeus,,Anopheles,male,2,Isra Deblauwe,Mosquito Magnet Liberty Plus,M013
ITG:MOSQ:SAMPL:EM453,event,ITG:MOSQ:SAMPL:EV:ALM019Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M019
ITG:MOSQ:SAMPL:EM454,event,ITG:MOSQ:SAMPL:EV:ALM019Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M019
ITG:MOSQ:SAMPL:EM455,event,ITG:MOSQ:SAMPL:EV:ALM019Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M019
ITG:MOSQ:SAMPL:EM456,event,ITG:MOSQ:SAMPL:EV:ALM019Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M019
ITG:MOSQ:SAMPL:EM457,event,ITG:MOSQ:SAMPL:EV:ALM019Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M019
ITG:MOSQ:SAMPL:EM458,event,ITG:MOSQ:SAMPL:EV:ALM019Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M019
ITG:MOSQ:SAMPL:EM459,event,ITG:MOSQ:SAMPL:EV:ALM019Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M019
ITG:MOSQ:SAMPL:EM460,event,ITG:MOSQ:SAMPL:EV:ALM019Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M019
ITG:MOSQ:SAMPL:EM461,event,ITG:MOSQ:SAMPL:EV:ALM019Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M019
ITG:MOSQ:SAMPL:EM462,event,ITG:MOSQ:SAMPL:EV:ALM019Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M019
ITG:MOSQ:SAMPL:EM463,event,ITG:MOSQ:SAMPL:EV:ALM019Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M019
ITG:MOSQ:SAMPL:EM464,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM465,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM466,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM467,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM468,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex torrentium,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM469,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM470,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM471,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM472,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM473,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM474,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM475,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM476,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM477,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM478,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM479,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM480,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM481,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM482,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM483,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM484,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,male,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM485,event,ITG:MOSQ:SAMPL:EV:VPM004Sep,preservedSpecimen,unknown,Culex pipiens,,Culex,male,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M004
ITG:MOSQ:SAMPL:EM486,event,ITG:MOSQ:SAMPL:EV:EBM006Oct,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M006
ITG:MOSQ:SAMPL:EM487,event,ITG:MOSQ:SAMPL:EV:EBM006Oct,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M006
ITG:MOSQ:SAMPL:EM488,event,ITG:MOSQ:SAMPL:EV:EBM006Oct,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M006
ITG:MOSQ:SAMPL:EM489,event,ITG:MOSQ:SAMPL:EV:EBM006Oct,preservedSpecimen,unknown,Culex pipiens,,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M006
ITG:MOSQ:SAMPL:EM490,event,ITG:MOSQ:SAMPL:EV:EBM006Oct,preservedSpecimen,unknown,Culex pipiens/torrentium,determination uncertain,Culex,female,1,Isra Deblauwe,Mosquito Magnet Liberty Plus,M006
